[2025-04-15 23:49:22] 56m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-rqgrz          Stopping container nginx
[2025-04-15 23:56:25] 17m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-j7dz6          Stopping container nginx
[2025-04-15 23:56:25] 17m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-lfn2q          Stopping container nginx
[2025-04-15 23:56:25] 17m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-nh6nl          Stopping container nginx
[2025-04-15 23:56:25] 17m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-dn445          Stopping container nginx
[2025-04-15 23:56:25] 16m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-hgtlk
[2025-04-15 23:56:25] 15m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-hgtlk          Successfully assigned default/nginx-basic-76dd66bf4f-hgtlk to worker7
[2025-04-15 23:56:25] 16m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-15 23:56:25] 15m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-hgtlk          Successfully pulled image "nginx:latest" in 694ms (694ms including waiting). Image size: 72207578 bytes.
[2025-04-15 23:56:25] 15m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-hgtlk          Pulling image "nginx:latest"
[2025-04-15 23:56:25] 15m         Normal    Created                        pod/nginx-basic-76dd66bf4f-hgtlk          Created container nginx
[2025-04-15 23:56:25] 15m         Normal    Started                        pod/nginx-basic-76dd66bf4f-hgtlk          Started container nginx
[2025-04-15 23:56:25] 15m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-15 23:56:25] 15m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-15 23:56:25] 14m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-wdj6z
[2025-04-15 23:56:25] 14m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-wdj6z          Pulling image "nginx:latest"
[2025-04-15 23:56:25] 14m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-wdj6z          Successfully assigned default/nginx-basic-76dd66bf4f-wdj6z to worker7
[2025-04-15 23:56:25] 14m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 2 from 1
[2025-04-15 23:56:25] 14m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 2; reason: cpu resource utilization (percentage of request) above target
[2025-04-15 23:56:25] 14m         Normal    Started                        pod/nginx-basic-76dd66bf4f-wdj6z          Started container nginx
[2025-04-15 23:56:25] 14m         Normal    Created                        pod/nginx-basic-76dd66bf4f-wdj6z          Created container nginx
[2025-04-15 23:56:25] 14m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-wdj6z          Successfully pulled image "nginx:latest" in 726ms (726ms including waiting). Image size: 72207578 bytes.
[2025-04-15 23:56:25] 13m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-qlbfz
[2025-04-15 23:56:25] 13m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 3; reason: cpu resource utilization (percentage of request) above target
[2025-04-15 23:56:25] 13m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-qlbfz          Pulling image "nginx:latest"
[2025-04-15 23:56:25] 13m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-qlbfz          Successfully assigned default/nginx-basic-76dd66bf4f-qlbfz to worker7
[2025-04-15 23:56:25] 13m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 3 from 2
[2025-04-15 23:56:25] 13m         Normal    Created                        pod/nginx-basic-76dd66bf4f-qlbfz          Created container nginx
[2025-04-15 23:56:25] 13m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-qlbfz          Successfully pulled image "nginx:latest" in 685ms (685ms including waiting). Image size: 72207578 bytes.
[2025-04-15 23:56:25] 13m         Normal    Started                        pod/nginx-basic-76dd66bf4f-qlbfz          Started container nginx
[2025-04-15 23:56:25] 13m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-g8mbh          Pulling image "nginx:latest"
[2025-04-15 23:56:25] 13m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 4; reason: cpu resource utilization (percentage of request) above target
[2025-04-15 23:56:25] 13m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-g8mbh          Successfully assigned default/nginx-basic-76dd66bf4f-g8mbh to worker7
[2025-04-15 23:56:25] 13m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-g8mbh
[2025-04-15 23:56:25] 13m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 4 from 3
[2025-04-15 23:56:25] 13m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-g8mbh          Successfully pulled image "nginx:latest" in 680ms (680ms including waiting). Image size: 72207578 bytes.
[2025-04-15 23:56:25] 13m         Normal    Created                        pod/nginx-basic-76dd66bf4f-g8mbh          Created container nginx
[2025-04-15 23:56:25] 13m         Normal    Started                        pod/nginx-basic-76dd66bf4f-g8mbh          Started container nginx
[2025-04-15 23:56:25] 12m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-pbx9h          Pulling image "nginx:latest"
[2025-04-15 23:56:25] 12m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 5; reason: cpu resource utilization (percentage of request) above target
[2025-04-15 23:56:25] 12m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-pbx9h
[2025-04-15 23:56:25] 12m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-pbx9h          Successfully assigned default/nginx-basic-76dd66bf4f-pbx9h to worker7
[2025-04-15 23:56:25] 12m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 5 from 4
[2025-04-15 23:56:25] 12m         Normal    Started                        pod/nginx-basic-76dd66bf4f-pbx9h          Started container nginx
[2025-04-15 23:56:25] 12m         Normal    Created                        pod/nginx-basic-76dd66bf4f-pbx9h          Created container nginx
[2025-04-15 23:56:25] 12m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-pbx9h          Successfully pulled image "nginx:latest" in 677ms (677ms including waiting). Image size: 72207578 bytes.
[2025-04-15 23:56:25] 8m24s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-g8mbh          Stopping container nginx
[2025-04-15 23:56:25] 8m24s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-hgtlk          Stopping container nginx
[2025-04-15 23:56:25] 8m24s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-qlbfz          Stopping container nginx
[2025-04-15 23:56:25] 8m24s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-wdj6z          Stopping container nginx
[2025-04-15 23:56:25] 8m24s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-pbx9h          Stopping container nginx
[2025-04-15 23:56:25] 7m23s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-lk2nw          Successfully assigned default/nginx-basic-76dd66bf4f-lk2nw to worker7
[2025-04-15 23:56:25] 7m23s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-lk2nw          Pulling image "nginx:latest"
[2025-04-15 23:56:25] 7m23s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-lk2nw
[2025-04-15 23:56:25] 7m24s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-15 23:56:25] 7m22s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-lk2nw          Successfully pulled image "nginx:latest" in 708ms (708ms including waiting). Image size: 72207578 bytes.
[2025-04-15 23:56:25] 7m22s       Normal    Created                        pod/nginx-basic-76dd66bf4f-lk2nw          Created container nginx
[2025-04-15 23:56:25] 7m22s       Normal    Started                        pod/nginx-basic-76dd66bf4f-lk2nw          Started container nginx
[2025-04-15 23:56:25] 7m8s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-15 23:56:25] 7m8s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-15 23:56:25] 6m53s       Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-15 23:56:25] 6m53s       Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-15 23:56:35] 55m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-5fp94          Stopping container nginx
[2025-04-15 23:56:35] 54m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-5ktl4
[2025-04-15 23:56:35] 54m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-15 23:56:35] 54m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-5ktl4          Successfully assigned default/nginx-basic-76dd66bf4f-5ktl4 to worker7
[2025-04-15 23:56:35] 54m         Normal    Created                        pod/nginx-basic-76dd66bf4f-5ktl4          Created container nginx
[2025-04-15 23:56:35] 54m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-5ktl4          Successfully pulled image "nginx:latest" in 793ms (793ms including waiting). Image size: 72207578 bytes.
[2025-04-15 23:56:35] 54m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-5ktl4          Pulling image "nginx:latest"
[2025-04-15 23:56:35] 54m         Normal    Started                        pod/nginx-basic-76dd66bf4f-5ktl4          Started container nginx
[2025-04-15 23:56:35] 53m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-15 23:56:35] 53m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-15 23:56:35] 50m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-9p9tl
[2025-04-15 23:56:35] 50m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 2; reason: cpu resource utilization (percentage of request) above target
[2025-04-15 23:56:35] 50m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-9p9tl          Pulling image "nginx:latest"
[2025-04-15 23:56:35] 50m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 2 from 1
[2025-04-15 23:56:35] 50m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-9p9tl          Successfully assigned default/nginx-basic-76dd66bf4f-9p9tl to worker7
