[2025-04-16 01:42:19] 5m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-zdzpp          Stopping container nginx
[2025-04-16 01:42:19] 5m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-mtnth          Stopping container nginx
[2025-04-16 01:42:19] 5m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-ncm7h          Stopping container nginx
[2025-04-16 01:42:19] 5m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-ct8cc          Stopping container nginx
[2025-04-16 01:42:19] 5m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-cbmbx          Stopping container nginx
[2025-04-16 01:42:19] 5m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-xkbrm          Stopping container nginx
[2025-04-16 01:42:19] 5m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-w6grp          Stopping container nginx
[2025-04-16 01:42:19] 5m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-8jcs6          Stopping container nginx
[2025-04-16 01:42:19] 5m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-7qdg9          Stopping container nginx
[2025-04-16 01:42:19] 5m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-zs48f          Stopping container nginx
[2025-04-16 01:42:19] 5m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-q2bwz          Stopping container nginx
[2025-04-16 01:42:19] 5m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-ps5bv          Stopping container nginx
[2025-04-16 01:42:19] 5m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-hmzgq          Stopping container nginx
[2025-04-16 01:42:19] 4m12s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-zhx8v          Pulling image "nginx:latest"
[2025-04-16 01:42:19] 4m11s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-zhx8v          Successfully assigned default/nginx-basic-76dd66bf4f-zhx8v to worker7
[2025-04-16 01:42:19] 4m12s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-zhx8v
[2025-04-16 01:42:19] 4m12s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-16 01:42:19] 4m11s       Normal    Created                        pod/nginx-basic-76dd66bf4f-zhx8v          Created container nginx
[2025-04-16 01:42:19] 4m11s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-zhx8v          Successfully pulled image "nginx:latest" in 674ms (674ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:42:19] 4m11s       Normal    Started                        pod/nginx-basic-76dd66bf4f-zhx8v          Started container nginx
[2025-04-16 01:42:19] 3m57s       Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 01:42:19] 3m57s       Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 01:42:19] 2m57s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-txg25          Pulling image "nginx:latest"
[2025-04-16 01:42:19] 2m57s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-26n2d
[2025-04-16 01:42:19] 2m57s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-t45tz
[2025-04-16 01:42:19] 2m57s       Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 4; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:42:19] 2m56s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-txg25          Successfully assigned default/nginx-basic-76dd66bf4f-txg25 to worker7
[2025-04-16 01:42:19] 2m56s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-26n2d          Successfully assigned default/nginx-basic-76dd66bf4f-26n2d to worker7
[2025-04-16 01:42:19] 2m57s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-26n2d          Pulling image "nginx:latest"
[2025-04-16 01:42:19] 2m57s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-txg25
[2025-04-16 01:42:19] 2m57s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 4 from 1
[2025-04-16 01:42:19] 2m56s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-t45tz          Successfully assigned default/nginx-basic-76dd66bf4f-t45tz to worker7
[2025-04-16 01:42:19] 2m57s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-t45tz          Pulling image "nginx:latest"
[2025-04-16 01:42:19] 2m56s       Normal    Started                        pod/nginx-basic-76dd66bf4f-txg25          Started container nginx
[2025-04-16 01:42:19] 2m56s       Normal    Created                        pod/nginx-basic-76dd66bf4f-txg25          Created container nginx
[2025-04-16 01:42:19] 2m56s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-txg25          Successfully pulled image "nginx:latest" in 686ms (686ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:42:19] 2m55s       Normal    Started                        pod/nginx-basic-76dd66bf4f-26n2d          Started container nginx
[2025-04-16 01:42:19] 2m55s       Normal    Created                        pod/nginx-basic-76dd66bf4f-26n2d          Created container nginx
[2025-04-16 01:42:19] 2m55s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-26n2d          Successfully pulled image "nginx:latest" in 674ms (1.354s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:42:19] 2m54s       Normal    Created                        pod/nginx-basic-76dd66bf4f-t45tz          Created container nginx
[2025-04-16 01:42:19] 2m54s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-t45tz          Successfully pulled image "nginx:latest" in 669ms (2.024s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:42:19] 2m54s       Normal    Started                        pod/nginx-basic-76dd66bf4f-t45tz          Started container nginx
[2025-04-16 01:42:19] 2m42s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-5zjv7
[2025-04-16 01:42:19] 2m42s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-zxfhz
[2025-04-16 01:42:19] 2m42s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 8 from 4
[2025-04-16 01:42:19] 2m41s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-5zjv7          Successfully assigned default/nginx-basic-76dd66bf4f-5zjv7 to worker7
[2025-04-16 01:42:19] 2m42s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-qzkrg
[2025-04-16 01:42:19] 2m41s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-zxfhz          Successfully assigned default/nginx-basic-76dd66bf4f-zxfhz to worker7
[2025-04-16 01:42:19] 2m42s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-jkjk9
[2025-04-16 01:42:19] 2m42s       Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 8; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:42:19] 2m41s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-jkjk9          Successfully assigned default/nginx-basic-76dd66bf4f-jkjk9 to worker7
[2025-04-16 01:42:19] 2m41s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-qzkrg          Successfully assigned default/nginx-basic-76dd66bf4f-qzkrg to worker7
[2025-04-16 01:42:19] 2m41s       Normal    Started                        pod/nginx-basic-76dd66bf4f-qzkrg          Started container nginx
[2025-04-16 01:42:19] 2m41s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-zxfhz          Pulling image "nginx:latest"
[2025-04-16 01:42:19] 2m41s       Normal    Created                        pod/nginx-basic-76dd66bf4f-qzkrg          Created container nginx
[2025-04-16 01:42:19] 2m41s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-jkjk9          Pulling image "nginx:latest"
[2025-04-16 01:42:19] 2m41s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-qzkrg          Successfully pulled image "nginx:latest" in 673ms (673ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:42:19] 2m41s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-5zjv7          Pulling image "nginx:latest"
[2025-04-16 01:42:19] 2m41s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-qzkrg          Pulling image "nginx:latest"
[2025-04-16 01:42:19] 2m40s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-zxfhz          Successfully pulled image "nginx:latest" in 682ms (1.356s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:42:19] 2m40s       Normal    Created                        pod/nginx-basic-76dd66bf4f-zxfhz          Created container nginx
[2025-04-16 01:42:19] 2m40s       Normal    Started                        pod/nginx-basic-76dd66bf4f-zxfhz          Started container nginx
[2025-04-16 01:42:19] 2m39s       Normal    Started                        pod/nginx-basic-76dd66bf4f-jkjk9          Started container nginx
[2025-04-16 01:42:19] 2m39s       Normal    Started                        pod/nginx-basic-76dd66bf4f-5zjv7          Started container nginx
[2025-04-16 01:42:19] 2m39s       Normal    Created                        pod/nginx-basic-76dd66bf4f-5zjv7          Created container nginx
[2025-04-16 01:42:19] 2m39s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-5zjv7          Successfully pulled image "nginx:latest" in 695ms (2.716s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:42:19] 2m39s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-jkjk9          Successfully pulled image "nginx:latest" in 666ms (2.022s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:42:19] 2m39s       Normal    Created                        pod/nginx-basic-76dd66bf4f-jkjk9          Created container nginx
[2025-04-16 01:42:19] 2m26s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-tkpzb          Successfully assigned default/nginx-basic-76dd66bf4f-tkpzb to worker7
[2025-04-16 01:42:19] 2m26s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-n9drn          Successfully assigned default/nginx-basic-76dd66bf4f-n9drn to worker7
[2025-04-16 01:42:19] 2m27s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 16 from 8
[2025-04-16 01:42:19] 2m26s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-b5hc5          Successfully assigned default/nginx-basic-76dd66bf4f-b5hc5 to worker7
[2025-04-16 01:42:19] 2m27s       Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 16; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:42:19] 2m26s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-pfkv6          Successfully assigned default/nginx-basic-76dd66bf4f-pfkv6 to worker7
[2025-04-16 01:42:19] 2m26s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-2jsvr          Successfully assigned default/nginx-basic-76dd66bf4f-2jsvr to worker7
[2025-04-16 01:42:19] 2m26s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-ph6q5          Successfully assigned default/nginx-basic-76dd66bf4f-ph6q5 to worker7
[2025-04-16 01:42:19] 2m26s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-vmswv          Successfully assigned default/nginx-basic-76dd66bf4f-vmswv to worker7
[2025-04-16 01:42:19] 2m26s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-n5mv9          Successfully assigned default/nginx-basic-76dd66bf4f-n5mv9 to worker7
[2025-04-16 01:42:19] 2m27s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-n9drn
[2025-04-16 01:42:19] 72s         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         (combined from similar events): Created pod: nginx-basic-76dd66bf4f-fp9sw
